,area,bbox_area,convex_area,eccentricity,equivalent_diameter,extent,filled_area,major_axis_length,minor_axis_length,orientation,perimeter,solidity,shannon_entropy,num_subregions,proportion_occupied,subregion_mean_area,subregion_std_area,blue_color_std,blue_color_median,blue_color_mean,blue_color_shannon_entropy,red_color_std,red_color_median,red_color_mean,red_color_shannon_entropy,green_color_std,green_color_median,green_color_mean,green_color_shannon_entropy,ratio_r_b,ratio_r_g,ratio_b_g
20180127-PhaeoEx-Cont-3-T7-200ml_000006_0011.tif,1346,3834,1963,0.8290858199709161,41.397831189731775,0.6440191387559808,1346,64.97943410090733,36.33139002645307,1.2404553129806155,209.63961030678925,0.6856851757514009,11.962605494207912,7.0,0.07578008915304606,64.0,0.0,20.39713280705462,237.0,226.73629874842672,10.37460491972226,14.308846620767826,221.0,211.5447186536269,10.382137315637086,17.875298477613207,225.5,214.44588917757696,10.377987802540396,0.9329989058714612,0.9864713166800428,1.0573124046256368
20180127-PhaeoEx-Cont-3-T7-200ml_000003_0004.tif,2347,4510,2449,0.8288060189897509,54.66528342095582,0.9118104118104118,2347,74.71889637032302,41.80791557700778,-1.459102874365862,203.24873734152916,0.958350347080441,12.777649648003303,21.0,0.14145717937792926,106.0,51.0,3.938205614870056,180.0,176.95779443556128,11.191606187827677,3.0646640037337503,168.0,167.1003092523359,11.194160858662125,2.5816052103269866,178.0,177.1157897258604,11.193962816561895,0.9442947104157373,0.9434523568506995,0.9991079547987017
20180127-PhaeoEx-Cont-3-T7-200ml_000007_0016.tif,1573,3264,1593,0.793552834437246,44.752718396410415,0.9453125,1573,58.41944305770496,35.54831025510788,-1.456903667939681,159.55634918610406,0.9874450721908349,12.006648544626792,2.0,0.5524475524475524,434.5,104.5,18.51986231589986,186.75,164.58735834384467,10.341310325470904,19.271609554561564,204.75,183.67316158816854,10.472595227815887,19.742697264598558,220.25,181.13292987606843,10.447983113654203,1.1159615382151715,1.0140241297583943,0.9086550880420017
20180127-PhaeoEx-Cont-3-T7-200ml_000001_0011.tif,23292,38010,29308,0.5104029396666916,172.21003302935463,0.7276476101218369,23292,193.2133774492971,166.15101706882032,-1.2857427191584705,875.1858582251266,0.7947318138392248,16.06619219753349,58.0,0.0850935943671647,255.66666666666666,243.87952399129827,16.622845186081435,194.0,188.22851977056834,14.472492449121615,11.575089184573757,181.0,177.33385277121053,14.487019724787247,12.23253727693833,188.5,184.31113989923276,14.485785188997818,0.9421199985388117,0.9621439749554104,1.0212541676725417
20180127-PhaeoEx-Cont-3-T7-200ml_000009_0023.tif,2724,5220,2804,0.8406061394849111,58.89231290973876,0.8764478764478765,2724,81.49463312500193,44.14131193682608,-1.4809101578581583,217.59797974644667,0.9714693295292439,12.98130093389203,18.0,0.17254038179148312,72.8,12.12270596855339,11.088062369967785,249.0,232.66138729316174,11.391152622833582,8.743815963359589,244.0,233.7746333611313,11.398592468760812,9.429821915653774,252.0,240.0014619700654,11.399602891394087,1.0047848337918093,0.9740550388409269,0.9694165418133196
20180127-PhaeoEx-Cont-3-T7-200ml_000009_0010.tif,3111,9894,4529,0.926884536608571,62.93685902292147,0.44659776055124895,3111,123.7753863118009,46.45866805213889,0.8527639591083588,311.072113832392,0.6869066018988739,13.099720202741137,5.0,0.3092253294760527,958.0,0.0,23.884151894244095,255.0,213.84484223560509,11.507256577123401,25.81959529912264,255.0,214.59736384050933,11.510492941187419,24.986078364067932,255.0,219.61438038641657,11.52654397161022,1.0035190075058025,0.9771553368359591,0.9737287779577101
20180127-PhaeoEx-Cont-3-T7-200ml_000006_0009.tif,2149,4087,2160,0.5250758061471613,52.30862052889432,0.9363834422657952,2149,57.69600321079651,49.10249861384501,0.3998113635292198,178.62741699796953,0.9949074074074075,12.51315592243516,1.0,0.6472778036295952,1391.0,0.0,12.625899953413688,129.0,126.81932262779465,10.952172596739166,11.183088958798843,110.0,109.60599961493365,10.908120988207255,12.06354518830654,121.0,117.88354179862851,10.928534033641018,0.8642689248279553,0.9297820369374823,1.0758017675141662
20180127-PhaeoEx-Cont-3-T7-200ml_000002_0004.tif,2744,5278,2798,0.8133969493218516,59.10811543902653,0.8828828828828829,2744,79.31514678224215,46.13833759329381,0.16506119304726657,216.90559159102153,0.9807005003573981,12.885970504971498,5.0,0.5459183673469388,711.5,429.5,19.468670398707857,214.5,195.9390389147301,11.326241149196791,24.206170277112612,191.5,176.0789534518968,11.272852204755841,20.531933669512735,189.25,178.52671384016708,11.307167734450495,0.8986415082321797,0.9862891085842664,1.0975334430350412
20180127-PhaeoEx-Cont-3-T7-200ml_000009_0021.tif,1326,2856,1328,0.8655396946075339,41.08911822269767,0.9807692307692307,1326,59.09292244502742,29.596118831373406,-0.03214310212716516,147.31370849898477,0.9984939759036144,11.944316077695266,15.0,0.10633484162895927,,,7.039325813579038,163.25,164.76833166972378,10.357569698055233,8.320093224807108,159.0,156.65700159650828,10.35981292172551,7.118914930240752,167.0,165.82703768778603,10.362051250694226,0.9507713042244395,0.94470120060552,0.9936156007317966
20180127-PhaeoEx-Cont-3-T7-200ml_000007_0020.tif,6821,10101,6993,0.5939985452911065,93.19209695375754,0.9573333333333334,6821,106.0400010526198,85.3055875501665,-0.002154205744359176,338.6690475583122,0.9754039754039754,14.308407145199123,63.0,0.09162879343204809,119.33333333333333,19.737161790783283,5.029295376749348,173.0,172.5914083887983,12.72167528276086,4.8716367268387035,169.0,164.661186797916,12.72418941830419,4.350444028259959,172.0,171.03671283281312,12.725348167610585,0.9540520489118566,0.9627242249380158,1.0090898353355569
