,area,bbox_area,convex_area,eccentricity,equivalent_diameter,extent,filled_area,major_axis_length,minor_axis_length,orientation,perimeter,solidity,shannon_entropy,num_subregions,proportion_occupied,subregion_mean_area,subregion_std_area,blue_color_std,blue_color_median,blue_color_mean,blue_color_shannon_entropy,red_color_std,red_color_median,red_color_mean,red_color_shannon_entropy,green_color_std,green_color_median,green_color_mean,green_color_shannon_entropy,ratio_r_b,ratio_r_g,ratio_b_g
NOT-20180120-PhaeoEx-AB12-2-T1-200ml_000021_002.tif,18100,82296,58084,0.9394392107185244,151.80789096653191,0.24794520547945206,18100,484.15669948530916,165.92804449161437,-1.457963209341538,1636.4255403194154,0.3116176571861442,15.652092296772814,29.0,0.23497237569060772,4178.0,0.0,11.915302880354554,185.5,176.61580733381783,14.074005658466648,11.795608116249271,169.0,161.0316424804009,14.063717491674012,13.200077581725829,180.0,171.53232330389778,14.066515547592228,0.9117623439901864,0.9387830781904983,1.0296357207318518
NOT-019-080721_000006_003.tif,1440,2912,1440,0.4360261738303855,42.81897878766651,1.0,1440,46.17358552246078,41.55317877932646,-1.5707963267948966,148.0,1.0,11.724577143181351,4.0,0.6618055555555555,950.0,0.0,7.558772404823811,70.75,97.88958333333332,10.08728670827618,7.09182016264056,80.5,96.11319444444443,10.193626484682877,7.750040754640795,65.75,98.24305555555553,10.139110204115351,0.9818531366831961,0.9783204919770978,0.9964020640418465
NOT-358-035123_000007_09f.tif,2368,5256,2536,0.422461808713668,54.90930014062158,0.7553429027113238,2368,59.01084198951406,53.48628979501978,-0.33732478313829767,201.88225099390857,0.9337539432176656,12.673328625181156,11.0,0.057432432432432436,121.0,0.0,23.863409485935065,62.0,79.69760025498368,11.024676876671244,6.871373703188921,141.0,142.0352081583806,11.178100108521617,5.678656906094513,125.0,128.6946138494548,11.159815572676239,1.7821767243173525,1.1036608596885915,0.6192768902373245
NOT-361-034043_000001_00d.tif,2969,5934,3060,0.9719247085339681,61.483723116925006,0.9013357619914997,2969,130.2801030451781,30.653875882844872,1.5331860080811206,286.62741699796953,0.9702614379084967,13.113671291855857,10.0,0.14415628157628832,210.0,146.0,4.4158050864562375,187.0,186.9079748669606,11.532523012237592,4.491470994474388,168.0,165.31431564235402,11.52950093521631,5.60118525136457,176.0,172.57338705001396,11.529609387128863,0.8844690322070167,0.9579363218642967,1.0830637218286285
NOT-019-080721_000004_034.tif,2858,5547,2889,0.9691667634433034,60.32344999130185,0.9367420517862995,2858,124.17183835369194,30.596652691674162,1.5408322652210487,268.62741699796953,0.9892696434752509,12.982740561052964,11.0,0.38488453463960814,215.0,10.862780491200215,11.63101716692761,237.0,199.93936011182106,11.37544665793455,10.43807679633124,229.0,206.06039198284373,11.42117840457973,12.190275554037163,238.0,206.56685839175017,11.396522490538596,1.030614441636701,0.9975481719921114,0.9679159651672671
NOT-019-080721_000005_001.tif,1447,3060,1477,0.5830637930989927,42.92292652221864,0.9396103896103896,1447,48.71196854707723,39.574887977290686,0.21581983401786936,150.97056274847714,0.97968855788761,12.069011585306583,9.0,0.1437456807187284,132.0,0.0,7.328214354649086,175.0,166.9608017755813,10.478188632944477,6.19684173887038,164.0,160.02478125536197,10.48928682578035,7.7453254580329105,174.0,167.26966748598065,10.48575935171476,0.958457192068697,0.9566873878599305,0.9981534864327675
NOT-358-035123_000021_064.tif,1722,3306,1722,0.21697659523886859,46.8243365786847,1.0,1722,48.48367422820455,47.32863826479693,-1.5707963267948966,162.0,1.0,12.26125430357969,1.0,0.6236933797909407,1074.0,0.0,18.14871584106862,116.5,124.19454123112662,10.65482829915901,8.675140690668844,161.5,163.5156794425087,10.70927725402128,7.390770078038421,147.0,156.17073170731706,10.686852557201746,1.3166092311433018,1.0470315254010398,0.7952485070242373
NOT-019-080721_000017_01c.tif,2336,4550,2484,0.6233110093774681,54.53702940664572,0.8828420256991686,2336,63.27269364230121,49.4776033171132,1.028869921978403,201.35533905932738,0.9404186795491143,12.723106896933608,3.0,0.4704623287671233,549.0,158.0,10.728364977623555,236.5,202.2139558639657,11.109137998784552,7.25901661505636,243.0,217.80906646223215,11.153297406548017,6.074029431045219,239.0,215.43925788433228,11.152440108996496,1.0771218313376831,1.0109998920399745,0.938612385921478
NOT-20180120-PhaeoEx-AB12-1-T1-200ml_000057_01a.tif,5695,12788,6618,0.920347577451227,85.15338635231574,0.6092212237911853,5695,143.44399046962496,56.101151288789595,0.3852743378869254,365.9655121145938,0.8605318827440315,13.870288176269021,11.0,0.41281826163301144,583.5,562.0553798336957,21.168268157391,222.0,169.76860453421486,12.257701548478652,16.537321706315353,207.0,160.9807717680059,12.30151633658055,17.632012919716477,210.0,164.48056143475907,12.299160826423206,0.9482364080783978,0.9787221685272435,1.032149957741683
NOT-358-035123_000045_004.tif,4533,15982,5006,0.9738668690022056,75.97101326351053,0.3718621821164889,4533,163.71166146586702,37.18213022308467,0.8321894367108594,348.3746750430836,0.9055133839392728,13.625863221087846,5.0,0.39951467019633796,1772.0,0.0,21.493414068220442,206.5,183.65883917083463,12.029859143202666,14.147386367122017,204.0,174.65810439815024,12.056948759403376,17.442825865532463,206.0,173.215091334575,12.037659035507104,0.9509920959245957,1.0083307583216752,1.060293521515899
NOT-019-080721_000019_021.tif,14094,28500,21394,0.8877518793253796,133.9590913058811,0.6099186428942358,14094,257.5792832900304,118.5694827661482,0.07033308640448456,811.7422074112307,0.6587828363092456,15.326213960836096,37.0,0.2829572867887044,324.75,198.41964158486596,20.553452259958412,253.0,218.70805317009007,13.72601870438732,15.04555616403618,250.0,227.5270714597635,13.755504927583985,18.434320189804765,254.0,226.19906553112912,13.742217715994919,1.0403232444431978,1.0058709611620904,0.9668830976668727
NOT-358-035123_000033_0cc.tif,2958,6528,2977,0.9964014655841213,61.369720329545345,0.9833776595744681,2958,214.82391384821042,18.208299780186476,1.567485561619524,403.0710678118655,0.9936177359758146,13.04918283854278,4.0,0.38742393509127787,1143.0,0.0,8.583075751632592,217.75,188.1941456281992,11.433244832362064,8.583657702582707,192.75,172.04431457358442,11.491911776290165,8.079261531345164,196.75,171.68397665219848,11.474518980681932,0.914185263305051,1.0020988442160559,1.0961660447174253
NOT-20180120-PhaeoEx-AB12-2-T1-200ml_000003_008.tif,8936,18816,10072,0.9432239693463395,106.66615476219913,0.6205555555555555,8936,196.24279283390186,65.183497394945,-1.3141049811943217,495.4213562373095,0.8872120730738682,14.510221924588992,18.0,0.49720232766338407,4418.0,0.0,12.65741214775689,162.25,138.10456423387808,12.929389806934052,10.553937139265418,158.5,127.38896589361124,12.926383272396196,11.346031354880225,163.0,135.1424639519918,12.922486226059414,0.9224095278841029,0.9426272258796841,1.0219183533825351
NOT-20180120-PhaeoEx-AB12-2-T1-200ml_000018_00a.tif,3721,7125,4454,0.7992703544674344,68.83112919282627,0.798326539369234,3721,92.27204256794157,55.45287985654944,1.272880130906881,291.2609306503489,0.8354288280197575,13.42756127596116,26.0,0.07524858908895458,61.0,0.0,7.51567752872749,185.0,173.26648687460587,11.83468235089037,5.149485088236037,171.0,166.43583345873003,11.847428514856993,5.122831039983826,177.0,170.70205505116402,11.846584852079591,0.960577180624553,0.9750077900869132,1.01502285266966
