,area,bbox_area,convex_area,eccentricity,equivalent_diameter,extent,filled_area,major_axis_length,minor_axis_length,orientation,perimeter,solidity,shannon_entropy,num_subregions,proportion_occupied,subregion_mean_area,subregion_std_area,red_color_mean,red_color_std,red_color_median,red_color_shannon_entropy,green_color_mean,green_color_std,green_color_median,green_color_shannon_entropy,blue_color_mean,blue_color_std,blue_color_median,blue_color_shannon_entropy,ratio_r_b,ratio_r_g,ratio_b_g
20180129-IceEdge-sample0127-10m-50ml_000001_0000.tif,5364,11872,6415,0.9876059377864467,82.64173835271988,0.696985446985447,5364,224.9367704926004,35.30469257903031,1.4853618152928416,523.2375900532359,0.8361652377240841,13.830284115287126,3.0,0.42822520507084266,2295.0,0.0,175.90145667567546,10.85278536115154,217.0,12.257125443041733,181.16492750376966,12.319244836929192,229.0,12.233557930953678,184.20068433110146,13.15243469650266,232.0,12.246453502431892,0.9549446426566576,0.9709465242493767,1.0167568682810784
20180129-IceEdge-sample0127-10m-50ml_000001_0001.tif,988,2268,988,0.7295372041400852,35.467741261579384,1.0,988,43.86342439892262,30.0,-1.5707963267948966,124.0,1.0,11.439086764855434,1.0,0.9423076923076923,931.0,0.0,129.64271255060729,5.9788569705578745,121.25,9.889871691375042,129.46963562753035,4.668797520366547,123.75,9.898873079231244,102.36842105263158,6.562242247082242,80.25,9.781886967361617,1.26643266758948,1.0013368147847026,0.7906751305544264
20180129-IceEdge-sample0127-10m-50ml_000001_0002.tif,8020,139147,15921,0.9681554685682513,101.05137875742223,0.32472264960725566,8020,269.82037018635083,67.54945756309874,0.2011513156559021,852.749350086167,0.5037372024370329,14.545157733082874,28.0,0.012842892768079801,62.0,0.0,226.25937377908312,10.052929850266503,230.0,12.962918621234577,230.0341593558046,12.448882359489831,235.0,12.961119526934695,232.81913373136183,14.276895192053065,242.5,12.95695185685517,0.9718246526943628,0.9835903259442315,1.0121067861545274
20180129-IceEdge-sample0127-10m-50ml_000001_0003.tif,2483,5454,2744,0.8737795034623852,56.22680668131002,0.7687306501547988,2483,85.36552434229345,41.51515812583768,-0.058269204705872234,234.66904755831212,0.9048833819241983,12.713005387689654,1.0,0.5207410390656464,1293.0,0.0,176.4215033100438,15.199321484835135,218.0,11.1437426603086,176.32722609830373,15.532688624564118,211.0,11.146088043376038,182.90624817058614,22.759344367930105,228.0,11.095929939427327,0.9645460725076248,1.0005346718928563,1.0373114363440084
20180129-IceEdge-sample0127-10m-50ml_000001_0004.tif,11159,20501,13828,0.969098529307273,119.19765131788327,0.7210053627964076,11159,267.4767992300341,65.97956016405638,1.4746916385901006,601.6223663640862,0.8069858258605728,14.908532194854066,19.0,0.35549780446276547,358.3636363636364,177.61770628734303,159.12373804913014,6.589614772245334,187.0,13.336184085422001,165.91288523017673,7.48947706769883,199.0,13.332272168149732,166.576554580997,9.134791280051251,204.0,13.30404803112547,0.955258910531476,0.9590800487157597,1.004000107344885
20180129-IceEdge-sample0127-10m-50ml_000001_0005.tif,35888,254985,64321,0.7978762256676447,213.76159800454224,0.37955030987583815,35888,364.8068156056604,219.91332148914304,-1.0175452172185642,1732.753534168273,0.557951524385504,16.564645154714658,67.0,0.28145898350423537,891.2727272727273,953.2234395039994,195.86444238276667,27.557763298842264,222.5,14.985919122501098,199.8068913582409,27.758144029966683,228.0,14.986319591607645,197.3974564817171,28.2985142049672,228.0,14.966892049816465,0.9922338710626071,0.980268703703489,0.9879411823078521
20180129-IceEdge-sample0127-10m-50ml_000002_0000.tif,5557,144180,10645,0.9197108061880681,84.11535026434413,0.4086029411764706,5557,204.27905878012203,80.19924900769192,0.12040311509631514,572.7888886054567,0.5220291216533584,14.017409456873569,28.0,0.044988303041209286,196.0,0.0,186.44093230094714,6.98919120308444,189.0,12.434016359806872,197.67831333517054,7.623187029475535,200.0,12.433056847340831,203.95410008617944,7.00841918549193,206.0,12.433016581918846,0.9141318180030104,0.9431531924537921,1.0317474721689277
20180129-IceEdge-sample0127-10m-50ml_000002_0001.tif,3164,5628,3324,0.6860751967333089,63.47070126871181,0.9123414071510957,3164,76.42076959772372,55.59845100971366,1.3185085003678858,237.83452377915606,0.9518652226233454,13.207738833870085,23.0,0.09134007585335019,244.0,0.0,210.17768261203167,6.6252407765379955,213.0,11.623699161884433,217.8277088575642,7.482510148785319,221.0,11.62275566388374,220.30967988676363,5.541368433462914,223.0,11.62278337167405,0.954010203818826,0.9648803805280125,1.0113941933384718
20180129-IceEdge-sample0127-10m-50ml_000002_0002.tif,4610,32750,8207,0.9192837828359715,76.61353862881612,0.37054899123864643,4610,168.03019991423028,66.13591112472749,1.1624943682440692,494.13203435596427,0.561715608626782,13.75153804581974,19.0,0.008676789587852495,,,181.77740095786928,2.9114735753698633,183.0,12.168092269982488,190.8024306084381,2.8221329726372657,191.5,12.168010992100804,198.25342848918913,4.455593104766859,200.0,12.166256834386076,0.9168941104480405,0.952699608585753,1.0390508541059513
20180129-IceEdge-sample0127-10m-50ml_000002_0003.tif,2691,4675,2691,0.8250286473253902,58.534499356211484,1.0,2691,79.66596931354484,45.018514709691026,-1.5707963267948966,212.0,1.0,12.976137393073797,31.0,0.05165366034931252,,,197.66332218506128,1.848417483618609,199.0,11.392332532170947,205.9665551839465,1.772790470302626,207.0,11.392237970123938,211.53548866592348,3.541795401549574,214.0,11.390682763747792,0.934421564115086,0.9596864986576598,1.0270380474004792
20180129-IceEdge-sample0127-10m-50ml_000002_0004.tif,3548,9888,4741,0.782488285463699,67.21200714694032,0.5228411435307987,3548,101.58721315929282,63.25483315250917,1.2093101966461808,335.4213562373095,0.7483653237713562,13.367664794764744,19.0,0.06313416009019165,196.0,0.0,187.42842506323416,7.7847244519572865,190.5,11.784466110616178,198.51940881241063,9.304965651344691,202.0,11.782836752030883,204.57778904621787,8.283904799168877,208.0,11.783472964939184,0.9161719164972041,0.944131489129827,1.0305178232700263
