,area,bbox_area,convex_area,eccentricity,equivalent_diameter,extent,filled_area,major_axis_length,minor_axis_length,orientation,perimeter,solidity,shannon_entropy,num_subregions,proportion_occupied,subregion_mean_area,subregion_std_area,blue_color_std,blue_color_median,blue_color_mean,blue_color_shannon_entropy,red_color_std,red_color_median,red_color_mean,red_color_shannon_entropy,green_color_std,green_color_median,green_color_mean,green_color_shannon_entropy,ratio_r_b,ratio_r_g,ratio_b_g
20180125-PhaeoEx-Anti-2-T5-200ml_000046_0014.tif,2603,9996,4525,0.9751053563269669,57.56945835202576,0.38211978860833823,2603,166.76660135545745,36.97917081028597,-1.3408659907324536,354.2670273047588,0.5752486187845304,12.897898741219944,7.0,0.17402996542451019,397.0,0.0,17.196853643431606,231.0,216.51256351118153,11.308338623475114,15.517617388797872,216.0,205.97585936148593,11.315561974080744,15.274537745376401,221.25,210.33080714361188,11.315633779223383,0.9513344446214945,0.979294769790179,1.029390636833095
20180125-PhaeoEx-Anti-2-T5-200ml_000035_0005.tif,1630,4823,1769,0.8456037616310448,45.55634377250127,0.7422586520947176,1630,64.26799145356416,34.3069664801498,0.02368269528619059,174.81118318204307,0.9214245336348219,12.243399431886385,7.0,0.06687116564417178,,,14.47025519785747,221.0,214.53102126171132,10.654911345559288,11.074092433714382,209.0,204.01853712406356,10.660309613665921,11.281576949815664,216.0,210.8994888240314,10.66114729797134,0.950997836695965,0.9673733125749341,1.0172192567081562
20180125-PhaeoEx-Anti-2-T5-200ml_000045_0017.tif,1530,3348,1530,0.9656382435744921,44.13679308065777,0.9935064935064936,1530,88.38329268034559,22.969928909400803,-0.004537625744245083,187.65685424949237,1.0,12.099778319149928,7.0,0.3542483660130719,239.0,90.0,13.040144841487448,143.0,147.02450717926726,10.505089855015418,11.121912561170344,158.0,148.6213274943151,10.513553085056005,8.570752330383652,158.0,154.5523647018616,10.526268766294468,1.0108609125490953,0.9616244163006646,0.9512925115243891
20180125-PhaeoEx-Anti-2-T5-200ml_000045_0014.tif,18582,33200,24844,0.6269868139604154,153.81591991815668,0.6732608695652174,18582,194.01153092067577,151.14077730912638,1.2730984109064658,1020.358477120907,0.7479471904685235,15.73834522434378,40.0,0.23764933806909913,195.9047619047619,221.47770064294548,13.512841461312995,255.0,236.90339273950954,14.158537839473833,14.963843361854053,254.0,231.49738102338094,14.14852813392937,14.694078110793866,255.0,235.61145128143087,14.153222412160792,0.9771805221798876,0.9825387508303415,1.0054833559704002
20180125-PhaeoEx-Anti-2-T5-200ml_000013_0002.tif,1544,3149,1552,0.7983979671975638,44.33826628400226,0.9765970904490828,1544,58.17555825607256,35.02925609425413,-1.5193361524039177,158.38477631085024,0.9948453608247423,12.167461689606004,10.0,0.19948186528497408,100.5,47.5,15.886790092952838,255.0,241.08128283067325,10.578377601670145,13.3610690474158,255.0,242.73725037359208,10.582763602179599,10.91567772695165,255.0,245.46742359109706,10.586406012589688,1.0068689179162944,0.9888776556271152,0.9821314751413601
20180125-PhaeoEx-Anti-2-T5-200ml_000040_0015.tif,5964,11476,7258,0.9111192064737905,87.14126832219343,0.7362962962962963,5964,143.71368432842402,59.23057839024171,-1.4236012417190267,414.5929291125633,0.8217139707908515,14.114522373244295,18.0,0.07193158953722334,115.0,25.0,12.738399863907079,254.0,244.84641820086,12.529747144101647,10.242085802073122,246.0,238.77043847801087,12.529861617025068,11.008371505085211,250.75,242.14028912512143,12.529299199145505,0.9751845268250373,0.9860830650723753,1.0111758728194968
20180125-PhaeoEx-Anti-2-T5-200ml_000022_0006.tif,7032,13464,8711,0.7724609539981758,94.62251570624015,0.7060240963855422,7032,133.4340973724525,84.73895948798777,-0.07675611166894927,428.2497833620557,0.8072551945815636,14.189666976147642,7.0,0.42079067121729236,591.0,588.8177986440288,35.63485420760524,255.0,190.7004305356791,12.556623403212045,31.424340550198245,255.0,199.46222564175847,12.63819974332661,33.50000377348447,255.0,199.157654666472,12.618085421120098,1.0459453346878527,1.0015292958525572,0.9575350284930992
20180125-PhaeoEx-Anti-2-T5-200ml_000026_0002.tif,11658,20864,13950,0.7922250917766779,121.83360214867871,0.7080903790087464,11658,169.57220653978067,103.47787406729364,-1.2703221302423169,534.0426765808692,0.8356989247311828,15.067180296641771,54.0,0.1821067078401098,483.3333333333333,571.842247088789,17.33546591670418,255.0,240.09342825149847,13.483936223382768,18.095617963459063,255.0,238.27137206727798,13.480932837876411,18.221224805960716,255.0,239.8858766021609,13.481808271197563,0.9924110534907608,0.9932696974171578,1.0008652099584912
20180125-PhaeoEx-Anti-2-T5-200ml_000029_0006.tif,2407,4900,2699,0.9233692611038959,55.35962052053407,0.8633428981348638,2407,94.3304515144639,36.21468860769557,0.09092297980427108,238.66904755831214,0.8918117821415339,12.814962991655381,19.0,0.034482758620689655,,,5.362544822499781,222.0,218.63313111087177,11.229659862032035,3.9709834803845685,207.0,204.19090002334283,11.231029558070112,3.620960355568724,219.25,216.67603873151845,11.231263147834524,0.9339430807483378,0.9423787753308254,1.0090323433583643
20180125-PhaeoEx-Anti-2-T5-200ml_000045_0000.tif,10452,66440,21219,0.9891269913537675,115.35987049911213,0.17914438502673796,10452,391.334542330745,57.55118971065517,0.938502548253986,942.2295808265222,0.4925774070408596,14.925234150316275,13.0,0.108017604286261,1047.0,0.0,5.99844045933411,243.0,232.61535351693962,13.338191851588704,5.358621133536512,231.5,225.56705152733645,13.342021199847336,5.541959404687926,245.75,233.97204826763974,13.341256803985884,0.9696997559144783,0.9640769194331759,0.9942014665395065
20180125-PhaeoEx-Anti-2-T5-200ml_000026_0007.tif,14035,29070,19820,0.8455958667189477,133.6784089161672,0.5887658360600722,14035,212.2448093550819,113.30128707231131,0.42724690244919583,719.445742854949,0.7081231079717457,15.27340070989718,27.0,0.3654435340220876,496.7,435.49283576196746,19.66933041318041,205.0,183.5097811535458,13.694427186838785,18.492530901831056,189.75,167.13761274434114,13.685542820862173,19.503474882727705,199.0,176.6456950194427,13.688263946763206,0.9107831293444475,0.9461742768537039,1.0388579304655434
