,area,bbox_area,convex_area,eccentricity,equivalent_diameter,extent,filled_area,major_axis_length,minor_axis_length,orientation,perimeter,solidity,shannon_entropy,num_subregions,proportion_occupied,subregion_mean_area,subregion_std_area,blue_color_std,blue_color_median,blue_color_mean,blue_color_shannon_entropy,red_color_std,red_color_median,red_color_mean,red_color_shannon_entropy,green_color_std,green_color_median,green_color_mean,green_color_shannon_entropy,ratio_r_b,ratio_r_g,ratio_b_g
20180125-PhaeoEx-AB12-3-T5-200ml_000042_0012.tif,6524,11110,7302,0.5851894883290065,91.14063193687106,0.8165206508135169,6524,104.43896291163927,84.68919779830101,-0.13168849095700141,374.2081528017131,0.8934538482607505,14.21273722354286,21.0,0.3117719190680564,357.8,582.6132164652636,10.072518631474678,208.0,191.69435168664958,12.636345093200196,10.057632511948107,190.0,168.60955751957596,12.619193892295637,8.069884664938645,190.5,173.64430854873206,12.633175851730503,0.8795749902698811,0.971005378343609,1.1039483717535834
20180125-PhaeoEx-AB12-3-T5-200ml_000003_0008.tif,3787,6132,3795,0.5551467960724666,69.438880721913,0.9770381836945304,3787,77.54033612014727,64.49435972804507,-0.137875375182955,239.55634918610406,0.9978919631093545,13.393994055004432,16.0,0.41035120147874304,347.5,360.4445172283801,8.29088543007888,216.0,198.799349748988,11.820767867180333,8.301692495243525,191.5,184.43067854346984,11.799970056938982,5.177362818315204,196.5,187.40738943362607,11.807925970657532,0.9277227454533397,0.9841163632920116,1.0607871458526272
20180125-PhaeoEx-AB12-3-T5-200ml_000042_0030.tif,1798,3520,1823,0.5710125134905378,47.84647010421796,0.9604700854700855,1798,53.93474713525225,44.27726443053584,0.167741331748651,167.79898987322332,0.986286341195831,12.369571621781812,4.0,0.3403781979977753,300.5,220.5,9.311994531664107,197.5,186.18379564110822,10.782608227574485,9.123932963975333,188.0,174.149759854153,10.782937946261127,7.759669959728694,189.75,178.0368804328907,10.790024105705486,0.9353647520960832,0.9781667676422643,1.045759705452087
20180125-PhaeoEx-AB12-3-T5-200ml_000021_0003.tif,2208,4464,2339,0.7225261455499121,53.02181546095191,0.8571428571428571,2208,65.05777965243368,44.97727939228368,-0.4418563956681223,191.1126983722081,0.943993159469859,12.564990763774718,6.0,0.3523550724637681,368.5,39.5,33.10672679529634,220.0,187.62260898558347,10.936313603084507,28.292029173229476,233.0,200.58519268609166,11.000914780509154,28.64396370692491,229.25,200.86077147709557,11.002004149422428,1.0690886016914103,0.9986280108904424,0.9340928425487918
20180125-PhaeoEx-AB12-3-T5-200ml_000042_0025.tif,2233,4185,2233,0.926444599067694,53.3211393669867,1.0,2233,88.90444308357148,33.46640106136302,-1.5707963267948966,208.0,1.0,12.503886197587068,8.0,0.5763546798029556,316.0,40.23679907746142,13.592296620318418,113.0,138.30810568741603,10.859866575960345,10.829381573703374,105.0,123.56829377519031,10.974852295974426,11.430203225281339,103.0,123.93416927899686,10.935387526178634,0.8934277073714066,0.9970478238089214,1.1159804151836528
20180125-PhaeoEx-AB12-3-T5-200ml_000004_0003.tif,1665,3542,1719,0.8775535540950538,46.04284789176323,0.9098360655737705,1665,67.64747700840698,32.43551981540526,-0.12181509759020598,173.21320343559643,0.9685863874345549,12.073689414169381,1.0,0.645045045045045,1074.0,0.0,9.990691069171739,163.5,153.37253805554116,10.46152450757703,9.40211162588103,164.5,154.97317428068033,10.511795267583206,10.974344412000052,173.0,159.94803014257434,10.49313786779692,1.0104362635282174,0.968897048263367,0.9588898213927866
20180125-PhaeoEx-AB12-3-T5-200ml_000024_0003.tif,246151,428860,370964,0.8809394961732556,559.8296054837624,0.6038618544359072,246151,863.694591949549,408.72525289661235,1.278872818733123,4292.980156401965,0.6635441714020768,19.44656998398326,713.0,0.17547359141340071,511.31168831168833,1760.4920081166529,16.77710858104174,226.0,207.5695797314992,17.849907178842074,13.101306681929268,214.0,203.39720774090694,17.867334408647586,13.505061495330075,217.0,205.4805223856759,17.867895220482737,0.9798989235513729,0.9898612548742761,1.010166692791944
20180125-PhaeoEx-AB12-3-T5-200ml_000039_0012.tif,13592,26676,16569,0.8057948830564072,131.55178407015364,0.6263594470046083,13592,185.4932372728094,109.84811884789383,-0.8459048646147368,577.2497833620557,0.8203271169050637,15.196375203117412,12.0,0.39545320776927606,596.6666666666666,467.7553966670092,22.50441865946036,204.0,170.73414869170279,13.59849701384317,19.4495377648518,187.0,156.41780750965393,13.613712475136365,17.95092045520649,184.5,159.20559020363055,13.626291805078981,0.9161483435402247,0.9824894170461543,1.0724130256564905
20180125-PhaeoEx-AB12-3-T5-200ml_000024_0001.tif,6636,13746,8003,0.950253077918377,91.91962586337338,0.6666666666666666,6636,176.73177756989043,55.048214781972085,1.3333537192560538,431.6812408671319,0.8291890541047108,14.168344391793344,19.0,0.28872814948764314,226.625,170.6018299286382,23.158669906132086,209.0,191.837368045155,12.562052624376037,19.63006467454084,202.0,186.2416974602028,12.59359275660931,20.091576062524137,203.0,188.48854855250164,12.595255708288063,0.9708311751668993,0.9880796413917262,1.017766699984538
20180125-PhaeoEx-AB12-3-T5-200ml_000030_0003.tif,3589,5913,3646,0.5162725480450012,67.5992361351406,0.9686909581646423,3589,74.55832155107021,63.85356158665072,1.451203592083473,234.8700576850888,0.9843664289632474,13.347380923433867,15.0,0.16829200334354974,119.25,42.00818372650738,13.540238655635742,229.0,212.2331917166794,11.762611103809878,13.701994624558155,224.0,205.49591852138718,11.758073724570934,13.261186905602374,223.0,208.46710880200638,11.76697816868337,0.968255327355741,0.9857474385398557,1.018065597668215
20180125-PhaeoEx-AB12-3-T5-200ml_000009_0001.tif,3477,6960,3616,0.9353581645177306,66.5361097227976,0.7960164835164835,3477,116.39305320723525,41.168455584740116,-1.4360273257710434,279.59797974644664,0.9615597345132744,13.332699551882325,13.0,0.25970664365832613,276.0,18.40289832245635,9.321322298702693,185.5,175.87224721452827,11.741827933200623,6.99473545089925,171.5,165.18445250429562,11.750989295030514,5.774875273635931,177.75,172.99542448901002,11.751809507056057,0.9392297825296124,0.9548486787567575,1.0166294729124528
